expansion,url,name,cost,converted_cost,type,rarity,pt,text
mystery-booster-the-list,/mtg/mystery-booster-the-list/archive-trap,Archive Trap,"['3', 'U', 'U']",5.0,Instant - Trap,R,,"If an opponent searched their library this turn, you may pay {0} rather than pay this spell’s mana cost. Target opponent mills thirteen cards."
mystery-booster-the-list,/mtg/mystery-booster-the-list/hermit-druid,Hermit Druid,"['1', 'G']",2.0,Creature - Human Druid,R,1/1,"{G}, {T}: Reveal cards from the top of your library until you reveal a basic land card. Put that card into your hand and all other cards revealed this way into your graveyard."
mystery-booster-the-list,/mtg/mystery-booster-the-list/font-of-mythos,Font of Mythos,['4'],4.0,Artifact,R,,"At the beginning of each player’s draw step, that player draws two additional cards."
mystery-booster-the-list,/mtg/mystery-booster-the-list/isochron-scepter,Isochron Scepter,['2'],2.0,Artifact,U,,"<em>Imprint</em> - When Isochron Scepter enters the battlefield, you may exile an instant card with converted mana cost 2 or less from your hand.  {2}, {T}: You may copy the exiled card. If you do, you may cast the copy without paying its mana cost."
mystery-booster-the-list,/mtg/mystery-booster-the-list/lolth-spider-queen,"Lolth, Spider Queen","['3', 'B', 'B']",5.0,Legendary Planeswalker - Lolth,M,,"Whenever a creature you control dies, put a loyalty counter on Lolth, Spider Queen. [0]: You draw a card and you lose 1 life. [-3]: Create two 2/1 black Spider creature tokens with menace and reach. [-8]: You get an emblem with ""Whenever an opponent is dealt combat damage by one or more creatures you control, if that player lost less than 8 life this turn, they lose life equal to the difference."" |4|"
mystery-booster-the-list,/mtg/mystery-booster-the-list/necromancy,Necromancy,"['2', 'B']",3.0,Enchantment,U,,"You may cast Necromancy any time you could cast an instant. If it was cast any time a sorcery couldn't have been cast, sacrifice it at the beginning of the next cleanup step. When Necromancy enters the battlefield, if it's on the battlefield, it becomes an Aura with ""enchant creature put onto the battlefield with Necromancy."" Put target creature card from a graveyard onto the battlefield under your control and attach Necromancy to it. When Necromancy leaves the battlefield, that creature's controller sacrifices it."
mystery-booster-the-list,/mtg/mystery-booster-the-list/doubling-cube,Doubling Cube,['2'],2.0,Artifact,R,,"{3}, {T}: Double the amount of each type of mana in your mana pool."
mystery-booster-the-list,/mtg/mystery-booster-the-list/temporal-manipulation,Temporal Manipulation,"['3', 'U', 'U']",5.0,Sorcery,M,,Take an extra turn after this one.
mystery-booster-the-list,/mtg/mystery-booster-the-list/vesuva,Vesuva,[],0.0,"Land
",R,,You may have Vesuva enter the battlefield tapped as a copy of any land on the battlefield.
mystery-booster-the-list,/mtg/mystery-booster-the-list/unholy-grotto,Unholy Grotto,[],0.0,Land,R,,"{T}: Add {C}.  {B}, {T}: Put target Zombie card from your graveyard on top of your library."
mystery-booster-the-list,/mtg/mystery-booster-the-list/krenko-mob-boss,"Krenko, Mob Boss","['2', 'R', 'R']",4.0,Legendary Creature - Goblin Warrior,R,3/3,"{T}: Create X 1/1 red Goblin creature tokens, where X is the number of Goblins you control."
mystery-booster-the-list,/mtg/mystery-booster-the-list/sidisi-undead-vizier,"Sidisi, Undead Vizier","['3', 'B', 'B']",5.0,Legendary Creature - Zombie Naga,R,4/6,"Deathtouch Exploit <em>(When this creature enters the battlefield, you may sacrifice a creature.)</em>  When Sidisi, Undead Vizier exploits a creature, you may search your library for a card, put it into your hand, then shuffle your library."
mystery-booster-the-list,/mtg/mystery-booster-the-list/bloom-tender,Bloom Tender,"['1', 'G']",2.0,Creature - Elf Druid,R,1/1,"{T}: For each color among permanents you control, add one mana of that color."
mystery-booster-the-list,/mtg/mystery-booster-the-list/uro-titan-of-natures-wrath,"Uro, Titan of Nature's Wrath","['1', 'G', 'U']",3.0,Legendary Creature - Elder Giant,M,6/6,"When Uro enters the battlefield, sacrifice it unless it escaped. Whenever Uro enters the battlefield or attacks, you gain 3 life and draw a card, then you may put a land card from your hand onto the battlefield. Escape - {G}{G}{U}{U}, Exile five other cards from your graveyard. <em>(You may cast this card from your graveyard for its escape cost.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/pact-of-negation,Pact of Negation,[],0.0,Instant,R,,"Counter target spell. At the beginning of your next upkeep pay {3}{U}{U}. If you don't, you lose the game."
mystery-booster-the-list,/mtg/mystery-booster-the-list/mizzixs-mastery,Mizzix's Mastery,"['3', 'R']",4.0,Sorcery,R,,"Exile target card that’s an instant or sorcery from your graveyard. For each card exiled this way, copy it, and you may cast the copy without paying its mana cost. Exile Mizzix’s Mastery. Overload {5}{R}{R}{R} <em>(You may cast this spell for its overload cost. If you do, change its text by replacing all instances of “target” with “each.”)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/hall-of-the-bandit-lord,Hall of the Bandit Lord,[],0.0,Legendary Land,R,,"Hall of the Bandit Lord enters the battlefield tapped.  {T}, Pay 3 life: Add {C} to your mana pool. If that mana is spent on a creature spell, it gains haste."
mystery-booster-the-list,/mtg/mystery-booster-the-list/paradox-haze-foil,Paradox Haze (Foil),"['2', 'U']",3.0,Enchantment - Aura,U,,"Enchant player At the beginning of enchanted player’s first upkeep each turn, that player gets an additional upkeep step after this step."
mystery-booster-the-list,/mtg/mystery-booster-the-list/sorin-markov-core-set-2012,Sorin Markov (Core Set 2012),"['3', 'B', 'B', 'B']",6.0,Legendary Planeswalker - Sorin,M,,[+2]: Sorin Markov deals 2 damage to any target and you gain 2 life. [-3]: Target opponent's life total becomes 10. [-7]: You control target player during that player's next turn. |4|
mystery-booster-the-list,/mtg/mystery-booster-the-list/ghostway,Ghostway,"['2', 'W']",3.0,Instant,R,,Exile each creature you control. Return those cards to the battlefield under their owner's control at the beginning of the next end step.
mystery-booster-the-list,/mtg/mystery-booster-the-list/phenax-god-of-deception,"Phenax, God of Deception","['3', 'U', 'B']",5.0,Legendary Enchantment Creature - God,M,4/7,"Indestructible As long as your devotion to blue and black is less than seven, Phenax isn't a creature. Creatures you control have “{T}: Target player mills X cards, where X is this creature’s toughness.”"
mystery-booster-the-list,/mtg/mystery-booster-the-list/meren-of-clan-nel-toth,Meren of Clan Nel Toth,"['2', 'B', 'G']",4.0,3/4 Legendary Creature - Human Shaman,M,,"Whenever another creature you control dies, you get an experience counter. At the beginning of your end step, choose target creature card in your graveyard. If that card’s converted mana cost is less than or equal to the number of experience counters you have, return it to the battlefield. Otherwise, put it into your hand."
mystery-booster-the-list,/mtg/mystery-booster-the-list/memnite-scars-of-mirrodin,Memnite (Scars of Mirrodin),[],0.0,Artifact Creature - Construct,U,1/1,
mystery-booster-the-list,/mtg/mystery-booster-the-list/bruvac-the-grandiloquent,Bruvac the Grandiloquent,"['2', 'U']",3.0,Legendary Creature - Human Advisor,M,1/4,"If an opponent would mill one or more cards, they mill twice that many cards instead. <em>(To mill a card, a player puts the top card of their library into their graveyard.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/cauldron-of-souls,Cauldron of Souls,['5'],5.0,Artifact,R,,"{T}: Choose any number of target creatures. Each of those creatures gains persist until end of turn. <em>(When it dies, if it had no -1/-1 counters on it, return it to the battlefield under its owner’s control with a -1/-1 counter on it.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/helix-pinnacle-foil,Helix Pinnacle (Foil),['G'],1.0,Enchantment,R,,"Shroud  {X}: Put X tower counters on Helix Pinnacle. At the beginning of your upkeep, if there are 100 or more tower counters on Helix Pinnacle, you win the game."
mystery-booster-the-list,/mtg/mystery-booster-the-list/oloro-ageless-ascetic,"Oloro, Ageless Ascetic","['3', 'W', 'U', 'B']",6.0,Legendary Creature - Giant Soldier,M,4/5,"At the beginning of your upkeep, you gain 2 life. Whenever you gain life, you may pay {1}. If you do, draw a card and each opponent loses 1 life. At the beginning of your upkeep, if Oloro, Ageless Ascetic is in the command zone, you gain 2 life."
mystery-booster-the-list,/mtg/mystery-booster-the-list/captivating-vampire,Captivating Vampire,"['1', 'B', 'B']",3.0,Creature - Vampire,R,2/2,Other Vampire creatures you control get +1/+1. Tap five untapped Vampires you control: Gain control of target creature. It becomes a Vampire in addition to its other types.
mystery-booster-the-list,/mtg/mystery-booster-the-list/forced-fruition,Forced Fruition,"['4', 'U', 'U']",6.0,Enchantment,R,,"Whenever an opponent casts a spell, that player draws seven cards."
mystery-booster-the-list,/mtg/mystery-booster-the-list/tezzeret-artifice-master,"Tezzeret, Artifice Master","['3', 'U', 'U']",5.0,Legendary Planeswalker - Tezzeret,M,,"[+1]: Create a 1/1 colorless Thopter artifact creature token with flying. [0]: Draw a card. If you control three or more artifacts, draw two cards instead. [-9]: You get an emblem with ""At the beginning of your end step, search your library for a permanent card, put it onto the battlefield, then shuffle your library."" |5|"
mystery-booster-the-list,/mtg/mystery-booster-the-list/inventors-fair,Inventors' Fair,[],0.0,Legendary Land,R,,"At the beginning of your upkeep, if you control three or more artifacts, you gain 1 life.  {T}: Add {C} to your mana pool.  {4},{T}, Sacrifice Inventors' Fair. Search your library for an artifact card, reveal it, put it into your hand, then shuffle your library. Activate this ability only if you control three or more artifacts."
mystery-booster-the-list,/mtg/mystery-booster-the-list/slivdrazi-monstrosity-no-pw-symbol-not-tournament-legal,Slivdrazi Monstrosity (No PW Symbol - Not Tournament Legal),"['C', 'W', 'U', 'B', 'R', 'G']",6.0,Legendary Creature - Sliver Eldrazi,S,8/8,Eldrazi you control are Slivers in addition to their other types. Slivers you control have devoid and annihilator 1.  {3}: Create a 1/1 colorless Eldrazi Sliver creature token. It has “Sacrifice this creature: Add {C}.”
mystery-booster-the-list,/mtg/mystery-booster-the-list/rhys-the-redeemed,Rhys the Redeemed,['(G/W)'],1.0,Legendary Creature - Elf Warrior,R,1/1,"{2}{G/W}, {T}: Create a 1/1 green and white Elf Warrior creature token.  {4}{G/W}{G/W}, {T}: For each creature token you control, create a token that’s a copy of that creature."
mystery-booster-the-list,/mtg/mystery-booster-the-list/sundial-of-the-infinite-foil,Sundial of the Infinite (Foil),['2'],2.0,Artifact,R,,"{1}, {T}: End the turn. Activate this ability only during your turn. <em>(Exile all spells and abilities on the stack. Discard down to your maximum hand size. Damage wears off, and ""this turn"" and ""until end of turn"" effects end.)</em"
mystery-booster-the-list,/mtg/mystery-booster-the-list/all-is-dust,All Is Dust,['7'],7.0,Tribal Sorcery - Eldrazi,R,,Each player sacrifices all colored permanents they control.
mystery-booster-the-list,/mtg/mystery-booster-the-list/the-gitrog-monster,The Gitrog Monster,"['3', 'B', 'G']",5.0,Legendary Creature - Frog Horror,M,6/6,"Deathtouch At the beginning of your upkeep, sacrifice The Gitrog Monster unless you sacrifice a land. You may play an additional land on each of your turns. Whenever one or more land cards are put into your graveyard from anywhere, draw a card."
mystery-booster-the-list,/mtg/mystery-booster-the-list/lightning-greaves,Lightning Greaves (Commander 2019),['2'],2.0,Artifact - Equipment,U,,Equipped creature has haste and shroud. <em>(It can’t be the target of spells or abilities.)</em> Equip {0
mystery-booster-the-list,/mtg/mystery-booster-the-list/tarmogoyf,Tarmogoyf,"['1', 'G']",2.0,Creature - Lhurgoyf,R,*/1,Tarmogoyf's power is equal to the number of card types among cards in all graveyards and its toughness is equal to that number plus 1.
mystery-booster-the-list,/mtg/mystery-booster-the-list/stitchers-supplier,Stitcher's Supplier,['B'],1.0,Creature - Zombie,U,1/1,"When Stitcher’s Supplier enters the battlefield or dies, mill three cards."
mystery-booster-the-list,/mtg/mystery-booster-the-list/mishras-bauble,Mishra's Bauble,[],0.0,Artifact,U,,"{T}, Sacrifice Mishra’s Bauble: Look at the top card of target player’s library. Draw a card at the beginning of the next turn’s upkeep."
mystery-booster-the-list,/mtg/mystery-booster-the-list/illusionists-bracers,Illusionist's Bracers,['2'],2.0,Artifact - Equipment,R,,"Whenever an ability of equipped creature is activated, if it isn't a mana ability, copy that ability. You may choose new targets for the copy. Equip {3"
mystery-booster-the-list,/mtg/mystery-booster-the-list/norns-annex-foil,Norn's Annex (Foil),"['3', '(P/W)', '(P/W)']",5.0,Artifact,R,,<em>({P/W} can be paid with either {W} or 2 life.)</em> Creatures can't attack you or a planeswalker you control unless their controller pays {P/W} for each of those creatures.
mystery-booster-the-list,/mtg/mystery-booster-the-list/abrupt-decay,Abrupt Decay,"['B', 'G']",2.0,Instant,R,,This spell can’t be countered. Destroy target nonland permanent with mana value 3 or less.
mystery-booster-the-list,/mtg/mystery-booster-the-list/supreme-verdict,Supreme Verdict,"['1', 'W', 'W', 'U']",4.0,Sorcery,R,,This spell can’t be countered. Destroy all creatures.
